timestamp,datetime,symbol,open,high,low,close,volume,trades
1767234600,2026-01-01 02:30:00,BTCUSDT,87957.63000000,88052.60000000,87945.79000000,87954.16000000,54.57484000,16372
1767234600,2026-01-01 02:30:00,ETHUSDT,2984.43000000,2986.57000000,2982.22000000,2982.79000000,596.24480000,14457
1767234600,2026-01-01 02:30:00,SOLUSDT,124.86000000,125.22000000,124.81000000,125.06000000,23828.64700000,7283
1767234600,2026-01-01 02:30:00,XRPUSDT,1.83980000,1.84310000,1.83980000,1.84180000,580098.20000000,3334
1767235500,2026-01-01 02:45:00,BTCUSDT,87954.17000000,87961.52000000,87895.37000000,87914.00000000,54.46585000,11745
1767235500,2026-01-01 02:45:00,ETHUSDT,2982.79000000,2983.62000000,2980.90000000,2982.49000000,546.81990000,9188
1767235500,2026-01-01 02:45:00,SOLUSDT,125.05000000,125.22000000,125.01000000,125.18000000,6390.59100000,3231
1767235500,2026-01-01 02:45:00,XRPUSDT,1.84180000,1.84190000,1.83990000,1.83990000,278654.20000000,2105
1767236400,2026-01-01 03:00:00,BTCUSDT,87914.00000000,87984.26000000,87887.28000000,87984.25000000,46.05381000,14323
1767236400,2026-01-01 03:00:00,ETHUSDT,2982.50000000,2984.39000000,2981.62000000,2984.39000000,468.77100000,8769
1767236400,2026-01-01 03:00:00,SOLUSDT,125.18000000,125.27000000,125.13000000,125.26000000,11075.46900000,4311
1767236400,2026-01-01 03:00:00,XRPUSDT,1.83990000,1.84140000,1.83900000,1.84140000,382621.70000000,2899
1767237300,2026-01-01 03:15:00,BTCUSDT,87984.26000000,88015.70000000,87900.12000000,87930.65000000,40.65505000,14272
1767237300,2026-01-01 03:15:00,ETHUSDT,2984.39000000,2986.18000000,2982.54000000,2983.32000000,580.96990000,8943
1767237300,2026-01-01 03:15:00,SOLUSDT,125.25000000,125.34000000,125.17000000,125.22000000,7870.61100000,3344
1767237300,2026-01-01 03:15:00,XRPUSDT,1.84150000,1.84190000,1.83980000,1.84050000,247098.90000000,2321
1767238200,2026-01-01 03:30:00,BTCUSDT,87930.65000000,87952.71000000,87904.00000000,87937.24000000,21.18836000,8013
1767238200,2026-01-01 03:30:00,ETHUSDT,2983.31000000,2983.90000000,2982.01000000,2983.00000000,273.50190000,6083
1767238200,2026-01-01 03:30:00,SOLUSDT,125.21000000,125.41000000,125.11000000,125.41000000,9032.52400000,3171
1767238200,2026-01-01 03:30:00,XRPUSDT,1.84050000,1.84120000,1.83930000,1.83960000,207934.90000000,1661
1767239100,2026-01-01 03:45:00,BTCUSDT,87937.25000000,87937.25000000,87832.09000000,87846.02000000,41.18632000,10172
1767239100,2026-01-01 03:45:00,ETHUSDT,2983.00000000,2983.00000000,2979.53000000,2980.00000000,469.35120000,5095
1767239100,2026-01-01 03:45:00,SOLUSDT,125.41000000,125.41000000,125.01000000,125.21000000,23702.72300000,5387
1767239100,2026-01-01 03:45:00,XRPUSDT,1.83960000,1.83960000,1.83420000,1.83450000,895187.10000000,3282
1767240000,2026-01-01 04:00:00,BTCUSDT,87846.01000000,87854.81000000,87641.13000000,87650.01000000,57.61501000,20748
1767240000,2026-01-01 04:00:00,ETHUSDT,2979.99000000,2980.97000000,2976.01000000,2976.76000000,643.95410000,11545
1767240000,2026-01-01 04:00:00,SOLUSDT,125.22000000,125.27000000,124.98000000,125.02000000,9822.29900000,5221
1767240000,2026-01-01 04:00:00,XRPUSDT,1.83450000,1.83480000,1.82860000,1.82860000,787091.60000000,3557
1767240900,2026-01-01 04:15:00,BTCUSDT,87650.01000000,87701.74000000,87552.56000000,87632.26000000,108.63589000,26471
1767240900,2026-01-01 04:15:00,ETHUSDT,2976.76000000,2978.28000000,2974.49000000,2977.86000000,957.12380000,14639
1767240900,2026-01-01 04:15:00,SOLUSDT,125.01000000,125.18000000,124.91000000,125.12000000,14224.71600000,5702
1767240900,2026-01-01 04:15:00,XRPUSDT,1.82870000,1.83070000,1.82610000,1.82960000,977108.00000000,4179
1767241800,2026-01-01 04:30:00,BTCUSDT,87632.26000000,87670.07000000,87550.43000000,87550.48000000,184.03778000,29415
1767241800,2026-01-01 04:30:00,ETHUSDT,2977.87000000,2979.69000000,2972.99000000,2973.54000000,6974.47590000,15417
1767241800,2026-01-01 04:30:00,SOLUSDT,125.11000000,125.15000000,124.80000000,124.82000000,13289.28000000,5233
1767241800,2026-01-01 04:30:00,XRPUSDT,1.82960000,1.83180000,1.82910000,1.82930000,294723.30000000,2045
1767242700,2026-01-01 04:45:00,BTCUSDT,87550.48000000,87657.56000000,87550.48000000,87590.40000000,125.89033000,16751
1767242700,2026-01-01 04:45:00,ETHUSDT,2973.54000000,2976.97000000,2973.30000000,2975.35000000,1082.17350000,13844
1767242700,2026-01-01 04:45:00,SOLUSDT,124.82000000,125.01000000,124.82000000,124.96000000,8984.77600000,3126
1767242700,2026-01-01 04:45:00,XRPUSDT,1.82930000,1.83180000,1.82810000,1.83080000,554353.40000000,3137
1767243600,2026-01-01 05:00:00,BTCUSDT,87590.41000000,87723.74000000,87590.40000000,87694.61000000,49.67702000,15970
1767243600,2026-01-01 05:00:00,ETHUSDT,2975.36000000,2980.85000000,2975.36000000,2979.61000000,597.90390000,12452
1767243600,2026-01-01 05:00:00,SOLUSDT,124.95000000,125.12000000,124.95000000,125.01000000,5934.70700000,3071
1767243600,2026-01-01 05:00:00,XRPUSDT,1.83080000,1.84490000,1.83070000,1.84490000,894620.30000000,6874
1767244500,2026-01-01 05:15:00,BTCUSDT,87694.61000000,87724.84000000,87658.00000000,87708.11000000,65.55301000,12128
1767244500,2026-01-01 05:15:00,ETHUSDT,2979.62000000,2982.15000000,2979.49000000,2982.15000000,733.12210000,8673
1767244500,2026-01-01 05:15:00,SOLUSDT,125.02000000,125.11000000,124.96000000,125.09000000,8586.60200000,2930
1767244500,2026-01-01 05:15:00,XRPUSDT,1.84480000,1.85220000,1.84480000,1.85220000,1177790.70000000,6314
1767245400,2026-01-01 05:30:00,BTCUSDT,87708.11000000,87749.34000000,87639.63000000,87700.00000000,142.93002000,15216
1767245400,2026-01-01 05:30:00,ETHUSDT,2982.14000000,2983.79000000,2980.02000000,2982.24000000,2003.16430000,13590
1767245400,2026-01-01 05:30:00,SOLUSDT,125.10000000,125.28000000,125.01000000,125.23000000,9319.21000000,4627
1767245400,2026-01-01 05:30:00,XRPUSDT,1.85220000,1.85580000,1.84740000,1.84820000,951783.10000000,6246
1767246300,2026-01-01 05:45:00,BTCUSDT,87700.01000000,87720.00000000,87697.93000000,87704.39000000,25.01431000,5411
1767246300,2026-01-01 05:45:00,ETHUSDT,2982.24000000,2983.09000000,2981.48000000,2981.49000000,596.64360000,6463
1767246300,2026-01-01 05:45:00,SOLUSDT,125.23000000,125.32000000,125.19000000,125.30000000,7082.26300000,3386
1767246300,2026-01-01 05:45:00,XRPUSDT,1.84820000,1.84920000,1.84480000,1.84490000,327429.70000000,2719
1767247200,2026-01-01 06:00:00,BTCUSDT,87704.39000000,87704.39000000,87636.29000000,87648.18000000,56.67438000,8676
1767247200,2026-01-01 06:00:00,ETHUSDT,2981.49000000,2981.49000000,2978.05000000,2980.46000000,2352.81620000,11477
1767247200,2026-01-01 06:00:00,SOLUSDT,125.30000000,125.32000000,125.13000000,125.22000000,5632.38000000,3351
1767247200,2026-01-01 06:00:00,XRPUSDT,1.84490000,1.84760000,1.84440000,1.84730000,394515.60000000,3878
1767248100,2026-01-01 06:15:00,BTCUSDT,87648.19000000,87663.87000000,87648.18000000,87656.80000000,22.58341000,3930
1767248100,2026-01-01 06:15:00,ETHUSDT,2980.46000000,2980.96000000,2978.00000000,2979.30000000,616.59910000,5732
1767248100,2026-01-01 06:15:00,SOLUSDT,125.23000000,125.27000000,125.07000000,125.10000000,5309.50500000,2098
1767248100,2026-01-01 06:15:00,XRPUSDT,1.84730000,1.84740000,1.84480000,1.84700000,265480.40000000,2439
1767249000,2026-01-01 06:30:00,BTCUSDT,87656.80000000,87669.10000000,87656.79000000,87658.77000000,32.24436000,3586
1767249000,2026-01-01 06:30:00,ETHUSDT,2979.29000000,2979.50000000,2977.70000000,2978.00000000,875.05240000,6935
1767249000,2026-01-01 06:30:00,SOLUSDT,125.10000000,125.10000000,125.00000000,125.01000000,4151.32700000,1816
1767249000,2026-01-01 06:30:00,XRPUSDT,1.84700000,1.84750000,1.84580000,1.84610000,189164.10000000,1557
1767249900,2026-01-01 06:45:00,BTCUSDT,87658.78000000,87658.78000000,87658.00000000,87658.00000000,12.39441000,2659
1767249900,2026-01-01 06:45:00,ETHUSDT,2978.00000000,2978.45000000,2975.89000000,2975.89000000,1889.85220000,5695
1767249900,2026-01-01 06:45:00,SOLUSDT,125.00000000,125.02000000,124.88000000,124.89000000,5055.76800000,1941
1767249900,2026-01-01 06:45:00,XRPUSDT,1.84610000,1.84800000,1.84540000,1.84560000,296810.10000000,1884
1767250800,2026-01-01 07:00:00,BTCUSDT,87658.01000000,87672.20000000,87596.00000000,87642.00000000,41.81557000,8409
1767250800,2026-01-01 07:00:00,ETHUSDT,2975.90000000,2980.47000000,2975.89000000,2978.00000000,1830.03290000,12593
1767250800,2026-01-01 07:00:00,SOLUSDT,124.89000000,125.00000000,124.82000000,124.87000000,9731.18300000,3026
1767250800,2026-01-01 07:00:00,XRPUSDT,1.84560000,1.84720000,1.84460000,1.84520000,147095.10000000,1581
1767251700,2026-01-01 07:15:00,BTCUSDT,87642.00000000,87665.78000000,87605.67000000,87605.68000000,26.68763000,5861
1767251700,2026-01-01 07:15:00,ETHUSDT,2978.00000000,2979.89000000,2977.30000000,2977.52000000,702.30860000,6978
1767251700,2026-01-01 07:15:00,SOLUSDT,124.86000000,124.91000000,124.51000000,124.52000000,11021.64800000,3933
1767251700,2026-01-01 07:15:00,XRPUSDT,1.84510000,1.84650000,1.84310000,1.84350000,186772.20000000,1826
1767252600,2026-01-01 07:30:00,BTCUSDT,87605.68000000,87667.92000000,87605.67000000,87642.01000000,90.36557000,10753
1767252600,2026-01-01 07:30:00,ETHUSDT,2977.52000000,2980.89000000,2977.52000000,2980.39000000,1415.77740000,7807
1767252600,2026-01-01 07:30:00,SOLUSDT,124.52000000,124.72000000,124.49000000,124.53000000,12862.95100000,3904
1767252600,2026-01-01 07:30:00,XRPUSDT,1.84350000,1.84540000,1.84350000,1.84390000,333909.80000000,2342
1767253500,2026-01-01 07:45:00,BTCUSDT,87642.01000000,87673.01000000,87610.60000000,87631.88000000,66.40615000,8951
1767253500,2026-01-01 07:45:00,ETHUSDT,2980.39000000,2980.75000000,2978.07000000,2978.53000000,848.37450000,5933
1767253500,2026-01-01 07:45:00,SOLUSDT,124.53000000,124.53000000,124.22000000,124.24000000,25380.76400000,4654
1767253500,2026-01-01 07:45:00,XRPUSDT,1.84390000,1.84390000,1.84160000,1.84230000,167175.40000000,2070
1767254400,2026-01-01 08:00:00,BTCUSDT,87631.88000000,87811.13000000,87631.87000000,87750.39000000,121.91335000,24540
1767254400,2026-01-01 08:00:00,ETHUSDT,2978.52000000,2981.76000000,2977.80000000,2980.53000000,1642.12820000,7065
1767254400,2026-01-01 08:00:00,SOLUSDT,124.24000000,124.48000000,124.15000000,124.37000000,32441.14300000,7886
1767254400,2026-01-01 08:00:00,XRPUSDT,1.84230000,1.84500000,1.84190000,1.84400000,172671.30000000,2363
1767255300,2026-01-01 08:15:00,BTCUSDT,87750.40000000,87773.40000000,87711.97000000,87739.53000000,44.70485000,13581
1767255300,2026-01-01 08:15:00,ETHUSDT,2980.52000000,2982.30000000,2980.52000000,2981.44000000,404.46960000,4982
1767255300,2026-01-01 08:15:00,SOLUSDT,124.37000000,124.59000000,124.37000000,124.54000000,22085.84400000,4985
1767255300,2026-01-01 08:15:00,XRPUSDT,1.84390000,1.84660000,1.84390000,1.84620000,186405.90000000,1997
1767256200,2026-01-01 08:30:00,BTCUSDT,87739.53000000,87778.95000000,87700.15000000,87700.17000000,96.10356000,11485
1767256200,2026-01-01 08:30:00,ETHUSDT,2981.44000000,2983.00000000,2980.00000000,2980.01000000,582.24270000,6640
1767256200,2026-01-01 08:30:00,SOLUSDT,124.53000000,124.64000000,124.53000000,124.59000000,7575.23200000,3204
1767256200,2026-01-01 08:30:00,XRPUSDT,1.84610000,1.84780000,1.84600000,1.84660000,182667.60000000,1783
1767257100,2026-01-01 08:45:00,BTCUSDT,87700.17000000,87770.90000000,87700.16000000,87770.90000000,22.49569000,8087
1767257100,2026-01-01 08:45:00,ETHUSDT,2980.01000000,2982.75000000,2980.01000000,2982.59000000,1402.61640000,6426
1767257100,2026-01-01 08:45:00,SOLUSDT,124.58000000,124.72000000,124.56000000,124.68000000,5102.08800000,2822
1767257100,2026-01-01 08:45:00,XRPUSDT,1.84670000,1.85130000,1.84670000,1.85010000,352662.10000000,2293
1767258000,2026-01-01 09:00:00,BTCUSDT,87770.89000000,87849.27000000,87751.82000000,87849.26000000,44.99246000,11552
1767258000,2026-01-01 09:00:00,ETHUSDT,2982.59000000,2985.73000000,2982.15000000,2984.45000000,1542.85640000,11376
